id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
907906545606121142,2024-06-22,city scrape,"Cozy studio near-Train&Bus, safe area in Boston","Small.studio, Newly renovated , with private Parking included,, free WIFI, Smart TV 55” ,Smart lock (keyless) with code. Near VA Hospital and Faulkner Hospital and next to train and buses in Boston,  quiet and safe neighborhood, , walking to restaurants, supermarket Market, gyms, CVS , Walgreens, Parks, and less than 15 minutes from Brigham and women Hospital, Beth Israel Hospital, and Harvard Medical school.",4546050,2013-01-01,within an hour,100%,100%,t,West Roxbury,4,4,"['email', 'phone']",t,West Roxbury,42.27966722977507,-71.16040286824438,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,"[""Mini fridge"", ""Laundromat nearby"", ""Courtyard view"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Safe"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Mosquito net"", ""Hot water"", ""Bathtub"", ""Outdoor dining area"", ""Freezer"", ""Microwave"", ""Luggage dropoff allowed"", ""Kitchen"", ""Clothing storage: closet, wardrobe, and dresser"", ""Hot water kettle"", ""Cleaning products"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Pocket wifi"", ""Wine glasses"", ""Pantene shampoo"", ""Toaster"", ""Trash compactor"", ""Dishes and silverware"", ""Free resort access"", ""Free dryer"", ""Garden view"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Private backyard \u2013 Fully fenced"", ""Coffee"", ""Blender"", ""Dove body soap"", ""Private patio or balcony"", ""Shower gel"", ""Rice maker"", ""BBQ grill"", ""Room-darkening shades"", ""Smoke alarm"", ""Drying rack for clothing"", ""Outdoor furniture"", ""TV"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Smart lock"", ""Refrigerator"", ""Sun loungers"", ""Free driveway parking on premises"", ""Heating"", ""GE conditioner"", ""Hair dryer"", ""Iron"", ""Crib""]",106.0,6,365,t,10,30,60,335,2024-06-22,10,2023-07-26,2024-06-10,4.9,4.9,5.0,5.0,5.0,4.9,4.8,f,4,0.9
908671978344957931,2024-06-22,city scrape,Stunning Riverview 2BR/2BA,Make some memories at this unique and family-friendly place.,163848078,2017-12-23,within an hour,93%,74%,f,Fenway–Kenmore,111,135,['phone'],t,Brighton,42.36033,-71.14863,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,"[""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Bathtub"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Shampoo"", ""Stainless steel single oven"", ""Essentials"", ""Hangers"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""65 inch HDTV"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Iron""]",499.0,29,365,t,30,60,90,360,2024-06-22,8,2023-07-16,2023-10-23,4.75,4.75,4.88,4.88,5.0,4.13,4.63,f,63,0.7
912904919161679098,2024-06-22,city scrape,"Private room Red line Andrew T, 29 Dexter","Take it easy at this unique and tranquil getaway.<br />Located across the street to red line Andrew T stop and buses 10, CT#, 16, 17;<br />Basic set up for a temporary stay; convenient to get to Boston Convention & Exhibition Center - MCCA (8 minutes by car, 20 minutes by public transportation, 30 minutes walk) , Downtown or Copley Sq. ;<br />There is NO Parking with the listing.<br />No smoking",26098645,2015-01-14,within an hour,88%,100%,f,South Boston,5,6,"['email', 'phone']",f,South Boston,42.33123629247501,-71.0590235722244,Private room in home,Private room,2,1.0,1.0,1.0,"[""Air conditioning"", ""Wifi""]",69.0,5,29,t,25,49,79,79,2024-06-22,9,2023-06-20,2024-05-18,4.89,4.78,4.44,5.0,4.89,4.33,4.89,f,5,0.73
913145507585334187,2024-06-22,city scrape,"Spacious, New Renovation | Near T","We offer a collection of handcrafted homes designed to bring your group together. This newly renovated, historical, Victorian home offers a large living and entertaining area as well as large comfortable bedrooms. Our spaces are more than just a place to stay. They are a source of lasting memories. Your redefined sense of travel.",151238588,2017-09-19,within an hour,100%,99%,f,Treme,22,83,"['email', 'phone']",t,Dorchester,42.31635,-71.06055,Entire townhouse,Entire home/apt,16,3.5,6.0,10.0,"[""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",770.0,1,365,t,4,8,23,252,2024-06-22,3,2024-02-03,2024-05-20,4.67,4.67,5.0,4.67,5.0,4.33,5.0,t,6,0.64
913184288076967280,2024-06-22,city scrape,Tasteful & Timeless Home | Near T,"We offer a collection of handcrafted homes designed to bring your group together. Impeccably renovated and bathed in natural sunlight, this duplex offers plenty of space for large parties to reconvene after a day exploring the city. Our spaces are more than just a place to stay. They are a source of lasting memories. Your redefined sense of travel.",151238588,2017-09-19,within an hour,100%,99%,f,Treme,22,83,"['email', 'phone']",t,Roxbury,42.32762,-71.09449,Entire home,Entire home/apt,13,2.5,4.0,8.0,"[""Backyard"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",681.0,4,365,t,7,18,42,311,2024-06-22,30,2023-08-13,2024-06-02,4.93,4.9,4.77,4.97,4.93,4.63,4.8,t,6,2.86
914276644383482775,2024-06-22,city scrape,"Crisp, Contemporary Escape | Near T","Spacious, thoughtfully designed, and in a great location, newly renovated condo can comfortably accommodate up to 12 people. Every detail in the home has been hand selected to create a balanced blend of style and comfort, making our home the perfect place for groups looking to experience Boston’s best.",151238588,2017-09-19,within an hour,100%,99%,f,Treme,22,83,"['email', 'phone']",t,Roxbury,42.32896087063232,-71.09418151828352,Entire home,Entire home/apt,12,3.0,4.0,7.0,"[""Backyard"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Shower gel"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Smart lock"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",554.0,4,365,t,8,20,29,268,2024-06-22,24,2023-09-14,2024-06-07,4.38,4.43,4.48,4.78,4.65,4.3,4.35,t,6,2.54
915087761171392440,2024-06-22,city scrape,Luxury 2 bed 2 bath south end!,Your family will be close to everything when you stay at this centrally-located place.,28929296,2015-03-07,within an hour,100%,96%,f,South End,6,13,['phone'],t,South End,42.34382,-71.0637,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Gym"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Elevator"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Dining table"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Paid parking on premises"", ""Game console"", ""Hot water"", ""EV charger"", ""Air conditioning"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Coffee"", ""Blender"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Fire pit"", ""TV"", ""Wifi"", ""Shared pool"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Cleaning available during stay"", ""Hair dryer"", ""Iron"", ""Washer""]",475.0,29,365,t,27,57,87,362,2024-06-22,25,2023-06-23,2023-11-06,4.88,4.88,4.92,4.96,4.96,4.96,4.84,f,6,2.05
915146741376673520,2024-06-22,city scrape,"Seaport Gem:Stylish 2BR/2BA Condo, Luxurious touch","Welcome to our stunning 2-bedroom, 2-bathroom unit in the heart of the vibrant Seaport area! This beautifully appointed space boasts modern furnishings and luxurious finishes, providing the perfect backdrop for your Boston stay.<br /><br />Step inside and be greeted by a light-filled open concept living area, complete with comfortable seating and a Smart 65"" Nano cell TV. The fully equipped kitchen features stainless steel appliances and all the necessary cooking essentials for you to whip up a meal",518882444,2023-06-08,within a day,74%,45%,f,D Street / West Broadway,18,67,"['email', 'phone']",t,South Boston Waterfront,42.34987290099312,-71.0457867640359,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,"[""Gym"", ""Central air conditioning"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Long term stays allowed"", ""Bidet"", ""Elevator"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking on premises"", ""Hot water"", ""Pool"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Exercise equipment"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Single oven"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Blender"", ""BBQ grill"", ""Outdoor furniture"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""65 inch HDTV"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Hair dryer"", ""Iron""]",597.0,4,365,t,9,20,41,200,2024-06-22,5,2023-09-25,2024-04-28,5.0,5.0,5.0,4.6,5.0,4.8,4.6,f,13,0.55
917656155026492018,2024-06-22,city scrape,Ideal for long stays | Modern suite on top floor,"Experience Boston in an ultra unique 1 bedroom with sleek interior furnishing and on the top floor. <br /><br />Just a 5 min walk from the T and close to Boston College/Harvard, you can engage with all of Boston and tastefully long term.<br /><br />Unit Features<br />-> 24/7 Concierge<br />-> Blazing Fast WiFi<br />-> 65” Roku TV Living Room<br />-> 55” Roku TV  Bedroom<br />-> Fully Stocked Kitchen<br />-> Washer & Dryer<br />-> Comfortable Queen Bed<br /><br />Ideal for business travelers, couples, nurses, and everyone looking to experience Boston in style!",416027128,2021-07-30,within an hour,100%,100%,t,East Boston,21,21,"['email', 'phone']",t,Brighton,42.34673,-71.14722,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,"[""Gym"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Long term stays allowed"", ""Elevator"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Paid parking on premises"", ""Hot water"", ""Pool"", ""Air conditioning"", ""Body soap"", ""Outdoor dining area"", ""EV charger"", ""Conditioner"", ""Freezer"", ""Bikes"", ""Microwave"", ""Kitchen"", ""Exercise equipment"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Patio or balcony"", ""Toaster"", ""Dishes and silverware"", ""Ethernet connection"", ""Baking sheet"", ""Extra pillows and blankets"", ""Coffee"", ""Blender"", ""BBQ grill"", ""Building staff"", ""Ping pong table"", ""Shower gel"", ""Room-darkening shades"", ""Mini golf"", ""Smoke alarm"", ""Fire pit"", ""Outdoor furniture"", ""TV"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Sun loungers"", ""Heating"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron"", ""Washer""]",182.0,29,365,t,25,55,85,265,2024-06-22,25,2023-07-30,2024-05-31,4.92,4.88,5.0,4.92,4.88,4.96,4.84,t,20,2.28
918851329209115573,2024-06-22,city scrape,Modern 1BR steps to BOS Common!,"This 1-bed, 1-bath apartment is located on a quiet side street tucked between Bay Village, (Boston's smallest neighborhood) and the lively Theatre District!  It's designed with simplicity and functionality.  Fully stocked kitchen, Fast Wifi, Desk/workspace, dining table... everything you need for a short or long stay.<br /><br />It is located on the 3rd floor of a walk up building, so please keep that in mind when booking!",275849638,2019-07-13,within an hour,100%,100%,f,Fenway–Kenmore,70,75,"['email', 'phone']",t,Downtown,42.351110332172645,-71.06699304116705,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Clothing storage"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Keypad"", ""Portable fans"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Pets allowed"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Washer \u2013\u00a0In building"", ""Iron""]",271.0,5,365,t,11,41,71,342,2024-06-22,51,2023-07-01,2024-06-05,4.59,4.67,4.8,4.98,4.9,4.55,4.35,f,69,4.27
920272636633662094,2024-06-22,city scrape,Charming Boston Home | Near T,We offer a collection of handcrafted homes designed to bring your group together. This home offers a classic mid-century aesthetic and features a back patio! Our spaces are more than just a place to stay. They are a source of lasting memories. Your redefined sense of travel.,312046089,2019-11-25,within an hour,98%,99%,t,Bywater,28,48,"['email', 'phone']",t,Dorchester,42.31951713040033,-71.05686391483634,Entire townhouse,Entire home/apt,11,2.0,4.0,7.0,"[""Backyard"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Bathtub"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Patio or balcony"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""TV"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Washer""]",776.0,4,365,t,5,17,32,284,2024-06-22,20,2023-07-28,2024-05-31,4.95,4.95,4.95,5.0,5.0,4.65,4.9,t,1,1.81
920595366557120290,2024-06-22,city scrape,Cozy Boston Vacation Rental w/ Rooftop Deck!,"Book this pet-friendly vacation rental in Boston, MA, for a memorable urban getaway! Boasting a convenient location in the South End, this 1-bedroom, 1-bath townhome offers easy access to hotspots like Fenway Park and Boston Common. After busy days filled with shopping, dining, and exploring the area, retreat to this charming home base and relax on the rooftop deck while enjoying stunning views of the city. Afterward, head inside to watch TV and enjoy a home-cooked meal.",122377513,2017-03-24,within an hour,99%,99%,f,Vineyard Haven,513,1071,"['email', 'phone']",t,South End,42.34341,-71.06784,Entire townhouse,Entire home/apt,4,1.0,1.0,2.0,"[""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""First aid kit"", ""Oven"", ""Patio or balcony"", ""Toaster"", ""Lockbox"", ""Dishes and silverware"", ""Smoke alarm"", ""Indoor fireplace"", ""TV"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Pets allowed"", ""Heating"", ""Exterior security cameras on property"", ""Hair dryer""]",141.0,29,1125,t,9,27,53,287,2024-06-22,15,2023-07-16,2023-11-13,4.2,4.67,4.27,4.6,4.27,4.73,4.2,t,5,1.31
924145100321265636,2024-06-22,city scrape,Brighton Apartment Sleeps 3+ Steps to Bus Line,Beautiful and immaculate apartment beneath a wonderful family - perfect for your stay in Boston.,96087859,2016-09-20,within an hour,100%,100%,t,Brighton,1,1,"['email', 'phone', 'work_email']",t,Brighton,42.3472763,-71.1514285,Entire guest suite,Entire home/apt,4,1.0,1.0,2.0,"[""Fire extinguisher"", ""Bed linens"", ""Long term stays allowed"", ""Free driveway parking on premises \u2013 1 space"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""GE electric stove"", ""Hot water"", ""Bathtub"", ""Conditioner"", ""Freezer"", ""Crib - available upon request"", ""GE single oven"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Frigidaire refrigerator"", ""Trash compactor"", ""Dishes and silverware"", ""Heating - split type ductless system"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 482 Mbps"", ""Coffee"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""TV"", ""Smart lock"", ""Private entrance"", ""AC - split type ductless system"", ""Coffee maker: Keurig coffee machine"", ""Hair dryer"", ""Iron""]",146.0,2,28,t,18,46,66,140,2024-06-22,13,2023-09-01,2024-06-20,4.77,4.75,5.0,5.0,5.0,5.0,4.58,f,1,1.32
